,Order,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB,Batting Team,Bowling Team,Match ID,Match No,Season,Season Match No
2487,5,J Botha,4.0,0,18,0,4.5,9.0,0.0,0.0,0,0,Perth Scorchers,Sydney Sixers,1114860,211,BBL07,5
2488,1,Mohammad Nabi,2.0,0,14,0,7.0,5.0,2.0,0.0,0,0,Brisbane Heat,Melbourne Renegades,1114861,212,BBL07,6
2489,2,TLW Cooper,1.0,0,6,1,6.0,4.0,1.0,0.0,0,0,Brisbane Heat,Melbourne Renegades,1114861,212,BBL07,6
2490,3,JD Wildermuth,4.0,0,16,3,4.0,14.0,2.0,0.0,0,0,Brisbane Heat,Melbourne Renegades,1114861,212,BBL07,6
2491,4,KW Richardson,4.0,0,37,0,9.25,9.0,3.0,2.0,1,0,Brisbane Heat,Melbourne Renegades,1114861,212,BBL07,6
2492,5,GB Hogg,4.0,0,25,2,6.25,9.0,1.0,1.0,0,0,Brisbane Heat,Melbourne Renegades,1114861,212,BBL07,6
2493,6,AJ Finch,1.0,0,5,0,5.0,2.0,0.0,0.0,0,0,Brisbane Heat,Melbourne Renegades,1114861,212,BBL07,6
2494,7,DJ Bravo,4.0,0,27,2,6.75,6.0,2.0,0.0,0,0,Brisbane Heat,Melbourne Renegades,1114861,212,BBL07,6
2495,1,Shadab Khan,4.0,0,17,2,4.25,14.0,2.0,0.0,1,0,Melbourne Renegades,Brisbane Heat,1114861,212,BBL07,6
2496,2,MT Steketee,3.4,0,35,0,9.54,6.0,2.0,2.0,1,0,Melbourne Renegades,Brisbane Heat,1114861,212,BBL07,6
2497,3,B Doggett,2.0,0,22,0,11.0,5.0,2.0,1.0,0,1,Melbourne Renegades,Brisbane Heat,1114861,212,BBL07,6
2498,4,MJ Swepson,4.0,0,25,0,6.25,12.0,0.0,2.0,0,0,Melbourne Renegades,Brisbane Heat,1114861,212,BBL07,6
2499,5,JK Lalor,3.0,0,17,0,5.66,5.0,1.0,0.0,0,0,Melbourne Renegades,Brisbane Heat,1114861,212,BBL07,6
2500,6,M Labuschagne,1.0,0,5,0,5.0,3.0,0.0,0.0,0,0,Melbourne Renegades,Brisbane Heat,1114861,212,BBL07,6
2501,7,BCJ Cutting,1.0,0,12,1,12.0,1.0,1.0,0.0,1,0,Melbourne Renegades,Brisbane Heat,1114861,212,BBL07,6
2502,1,JP Faulkner,3.0,0,19,2,6.33,12.0,2.0,1.0,2,0,Perth Scorchers,Melbourne Stars,1114862,213,BBL07,7
2503,2,MA Beer,4.0,0,14,1,3.5,15.0,1.0,0.0,1,0,Perth Scorchers,Melbourne Stars,1114862,213,BBL07,7
2504,3,MP Stoinis,3.0,0,27,1,9.0,6.0,2.0,1.0,0,0,Perth Scorchers,Melbourne Stars,1114862,213,BBL07,7
2505,4,A Zampa,4.0,0,36,1,9.0,5.0,1.0,2.0,0,0,Perth Scorchers,Melbourne Stars,1114862,213,BBL07,7
2506,5,JW Hastings,3.0,0,25,1,8.33,4.0,2.0,0.0,1,0,Perth Scorchers,Melbourne Stars,1114862,213,BBL07,7
2507,6,SM Boland,3.0,0,18,0,6.0,5.0,1.0,0.0,0,0,Perth Scorchers,Melbourne Stars,1114862,213,BBL07,7
2508,1,MG Johnson,4.0,0,24,1,6.0,11.0,3.0,0.0,1,0,Melbourne Stars,Perth Scorchers,1114862,213,BBL07,7
2509,2,DJ Willey,4.0,0,30,0,7.5,10.0,3.0,1.0,1,0,Melbourne Stars,Perth Scorchers,1114862,213,BBL07,7
2510,3,JA Richardson,4.0,0,26,1,6.5,11.0,4.0,0.0,0,0,Melbourne Stars,Perth Scorchers,1114862,213,BBL07,7
2511,4,AJ Tye,4.0,0,23,5,5.75,14.0,2.0,1.0,2,0,Melbourne Stars,Perth Scorchers,1114862,213,BBL07,7
2512,5,AC Agar,4.0,0,18,0,4.5,7.0,0.0,0.0,0,0,Melbourne Stars,Perth Scorchers,1114862,213,BBL07,7
2513,1,Shadab Khan,4.0,0,27,2,6.75,7.0,2.0,0.0,0,0,Sydney Thunder,Brisbane Heat,1114863,214,BBL07,8
2514,2,MT Steketee,3.0,0,14,0,4.66,10.0,1.0,0.0,0,0,Sydney Thunder,Brisbane Heat,1114863,214,BBL07,8
2515,3,JK Lalor,4.0,0,42,2,10.5,8.0,5.0,0.0,3,1,Sydney Thunder,Brisbane Heat,1114863,214,BBL07,8
2516,4,MJ Swepson,3.0,0,38,0,12.66,1.0,3.0,2.0,0,0,Sydney Thunder,Brisbane Heat,1114863,214,BBL07,8
2517,5,B Doggett,3.0,0,27,0,9.0,4.0,3.0,0.0,0,0,Sydney Thunder,Brisbane Heat,1114863,214,BBL07,8
2518,1,CJ Green,2.0,0,11,0,5.5,5.0,1.0,0.0,0,0,Brisbane Heat,Sydney Thunder,1114863,214,BBL07,8
2519,2,MJ McClenaghan,4.0,0,45,2,11.25,9.0,4.0,2.0,5,0,Brisbane Heat,Sydney Thunder,1114863,214,BBL07,8
2520,3,AL Fekete,1.5,0,22,0,12.0,4.0,3.0,1.0,0,0,Brisbane Heat,Sydney Thunder,1114863,214,BBL07,8
2521,4,SR Watson,2.0,0,13,1,6.5,4.0,1.0,0.0,0,0,Brisbane Heat,Sydney Thunder,1114863,214,BBL07,8
2522,5,Fawad Ahmed,4.0,0,41,0,10.25,3.0,1.0,2.0,0,0,Brisbane Heat,Sydney Thunder,1114863,214,BBL07,8
2523,6,AJ Nair,3.0,0,19,1,6.33,8.0,2.0,0.0,0,0,Brisbane Heat,Sydney Thunder,1114863,214,BBL07,8
2524,1,BJ Dwarshuis,4.0,0,41,2,10.25,10.0,3.0,3.0,3,0,Adelaide Strikers,Sydney Sixers,1114864,215,BBL07,9
2525,2,J Botha,4.0,0,30,1,7.5,7.0,2.0,0.0,0,0,Adelaide Strikers,Sydney Sixers,1114864,215,BBL07,9
2526,3,WER Somerville,4.0,0,31,0,7.75,7.0,3.0,1.0,0,0,Adelaide Strikers,Sydney Sixers,1114864,215,BBL07,9
2527,4,DR Sams,4.0,0,29,0,7.25,7.0,3.0,0.0,0,0,Adelaide Strikers,Sydney Sixers,1114864,215,BBL07,9
2528,5,SA Abbott,4.0,0,34,0,8.5,6.0,4.0,0.0,2,0,Adelaide Strikers,Sydney Sixers,1114864,215,BBL07,9
2529,1,B Stanlake,4.0,0,31,2,7.75,11.0,2.0,2.0,1,0,Sydney Sixers,Adelaide Strikers,1114864,215,BBL07,9
2530,2,MG Neser,4.0,0,42,2,10.5,8.0,4.0,2.0,0,0,Sydney Sixers,Adelaide Strikers,1114864,215,BBL07,9
2531,3,PM Siddle,3.0,0,17,0,5.66,7.0,1.0,0.0,1,0,Sydney Sixers,Adelaide Strikers,1114864,215,BBL07,9
2532,4,B Laughlin,4.0,0,39,2,9.75,7.0,4.0,1.0,2,0,Sydney Sixers,Adelaide Strikers,1114864,215,BBL07,9
2533,5,Rashid Khan,4.0,0,22,2,5.5,9.0,1.0,0.0,0,0,Sydney Sixers,Adelaide Strikers,1114864,215,BBL07,9
2534,6,TM Head,1.0,0,10,0,10.0,0.0,1.0,0.0,0,0,Sydney Sixers,Adelaide Strikers,1114864,215,BBL07,9
2535,1,MG Johnson,4.0,1,13,3,3.25,17.0,1.0,0.0,0,0,Melbourne Renegades,Perth Scorchers,1114865,216,BBL07,10
2536,2,JA Richardson,4.0,0,23,1,5.75,12.0,2.0,0.0,1,0,Melbourne Renegades,Perth Scorchers,1114865,216,BBL07,10
2537,3,AJ Tye,4.0,0,37,3,9.25,6.0,1.0,3.0,0,0,Melbourne Renegades,Perth Scorchers,1114865,216,BBL07,10
2538,4,AC Agar,4.0,0,20,1,5.0,13.0,1.0,1.0,0,0,Melbourne Renegades,Perth Scorchers,1114865,216,BBL07,10
2539,5,DJ Willey,2.0,0,12,1,6.0,4.0,1.0,0.0,0,0,Melbourne Renegades,Perth Scorchers,1114865,216,BBL07,10
2540,6,JM Muirhead,2.0,0,16,0,8.0,3.0,0.0,1.0,0,0,Melbourne Renegades,Perth Scorchers,1114865,216,BBL07,10
2541,1,Mohammad Nabi,4.0,0,16,1,4.0,12.0,0.0,0.0,1,0,Perth Scorchers,Melbourne Renegades,1114865,216,BBL07,10
2542,2,TLW Cooper,2.0,0,22,0,11.0,3.0,2.0,1.0,0,0,Perth Scorchers,Melbourne Renegades,1114865,216,BBL07,10
2543,3,JD Wildermuth,2.0,0,26,1,13.0,5.0,2.0,2.0,0,0,Perth Scorchers,Melbourne Renegades,1114865,216,BBL07,10
2544,4,KW Richardson,4.0,0,30,0,7.5,11.0,2.0,2.0,0,0,Perth Scorchers,Melbourne Renegades,1114865,216,BBL07,10
2545,5,GB Hogg,4.0,0,16,2,4.0,14.0,0.0,1.0,1,0,Perth Scorchers,Melbourne Renegades,1114865,216,BBL07,10
2546,6,DJ Bravo,3.0,0,22,1,7.33,7.0,1.0,1.0,1,0,Perth Scorchers,Melbourne Renegades,1114865,216,BBL07,10
2547,1,CA Rose,4.0,0,20,2,5.0,10.0,1.0,0.0,0,0,Sydney Thunder,Hobart Hurricanes,1114866,217,BBL07,11
2548,2,TS Rogers,3.0,0,50,0,16.66,4.0,4.0,4.0,0,1,Sydney Thunder,Hobart Hurricanes,1114866,217,BBL07,11
2549,3,JC Archer,4.0,0,22,1,5.5,11.0,1.0,0.0,0,0,Sydney Thunder,Hobart Hurricanes,1114866,217,BBL07,11
2550,4,TS Mills,4.0,0,32,0,8.0,11.0,2.0,2.0,0,1,Sydney Thunder,Hobart Hurricanes,1114866,217,BBL07,11
2551,5,CJ Boyce,4.0,0,32,0,8.0,7.0,4.0,0.0,1,0,Sydney Thunder,Hobart Hurricanes,1114866,217,BBL07,11
2552,6,DT Christian,1.0,0,10,0,10.0,0.0,1.0,0.0,0,0,Sydney Thunder,Hobart Hurricanes,1114866,217,BBL07,11
2553,1,CJ Green,4.0,0,30,2,7.5,8.0,2.0,1.0,0,0,Hobart Hurricanes,Sydney Thunder,1114866,217,BBL07,11
2554,2,GS Sandhu,3.3,0,29,2,8.28,9.0,2.0,1.0,1,0,Hobart Hurricanes,Sydney Thunder,1114866,217,BBL07,11
2555,3,MJ McClenaghan,4.0,0,19,2,4.75,10.0,1.0,0.0,1,0,Hobart Hurricanes,Sydney Thunder,1114866,217,BBL07,11
2556,4,AJ Nair,4.0,0,17,2,4.25,10.0,0.0,0.0,0,0,Hobart Hurricanes,Sydney Thunder,1114866,217,BBL07,11
2557,5,Fawad Ahmed,4.0,0,14,2,3.5,12.0,0.0,0.0,0,0,Hobart Hurricanes,Sydney Thunder,1114866,217,BBL07,11
2558,1,JA Burns,1.0,0,5,0,5.0,4.0,1.0,0.0,0,0,Adelaide Strikers,Brisbane Heat,1114867,218,BBL07,12
2559,2,MT Steketee,4.0,0,26,1,6.5,10.0,1.0,1.0,0,0,Adelaide Strikers,Brisbane Heat,1114867,218,BBL07,12
2560,3,JK Lalor,4.0,0,40,3,10.0,9.0,2.0,3.0,2,0,Adelaide Strikers,Brisbane Heat,1114867,218,BBL07,12
2561,4,Yasir Shah,4.0,0,18,2,4.5,11.0,1.0,0.0,0,0,Adelaide Strikers,Brisbane Heat,1114867,218,BBL07,12
2562,5,MJ Swepson,4.0,0,27,0,6.75,8.0,3.0,0.0,1,0,Adelaide Strikers,Brisbane Heat,1114867,218,BBL07,12
2563,6,CJ Gannon,3.0,0,26,1,8.66,4.0,3.0,0.0,0,0,Adelaide Strikers,Brisbane Heat,1114867,218,BBL07,12
2564,1,TM Head,1.0,0,8,1,8.0,2.0,1.0,0.0,0,0,Brisbane Heat,Adelaide Strikers,1114867,218,BBL07,12
2565,2,Rashid Khan,4.0,0,19,2,4.75,13.0,2.0,0.0,1,0,Brisbane Heat,Adelaide Strikers,1114867,218,BBL07,12
2566,3,B Stanlake,4.0,0,26,1,6.5,12.0,3.0,0.0,3,0,Brisbane Heat,Adelaide Strikers,1114867,218,BBL07,12
2567,4,MG Neser,2.0,0,7,2,3.5,6.0,0.0,0.0,0,0,Brisbane Heat,Adelaide Strikers,1114867,218,BBL07,12
2568,5,B Laughlin,2.2,0,11,3,4.71,9.0,1.0,0.0,1,0,Brisbane Heat,Adelaide Strikers,1114867,218,BBL07,12
2569,6,PM Siddle,2.0,0,10,0,5.0,6.0,1.0,0.0,0,0,Brisbane Heat,Adelaide Strikers,1114867,218,BBL07,12
2570,7,CA Ingram,1.0,0,4,0,4.0,3.0,0.0,0.0,1,0,Brisbane Heat,Adelaide Strikers,1114867,218,BBL07,12
2571,1,CJ Green,3.0,0,19,0,6.33,6.0,1.0,0.0,0,0,Hobart Hurricanes,Sydney Thunder,1114868,219,BBL07,13
2572,2,Fawad Ahmed,4.0,0,27,1,6.75,10.0,2.0,1.0,0,0,Hobart Hurricanes,Sydney Thunder,1114868,219,BBL07,13
2573,3,MJ McClenaghan,3.2,0,32,0,9.6,6.0,4.0,0.0,1,2,Hobart Hurricanes,Sydney Thunder,1114868,219,BBL07,13
2574,4,GS Sandhu,4.0,1,48,1,12.0,8.0,3.0,4.0,2,0,Hobart Hurricanes,Sydney Thunder,1114868,219,BBL07,13
2575,5,AJ Nair,2.0,0,24,0,12.0,3.0,1.0,2.0,2,0,Hobart Hurricanes,Sydney Thunder,1114868,219,BBL07,13
2576,6,SR Watson,3.4,0,35,1,9.54,5.0,4.0,1.0,0,0,Hobart Hurricanes,Sydney Thunder,1114868,219,BBL07,13
2577,1,CA Rose,4.0,0,32,0,8.0,10.0,4.0,1.0,0,0,Sydney Thunder,Hobart Hurricanes,1114868,219,BBL07,13
2578,2,TS Mills,4.0,0,46,1,11.5,5.0,4.0,2.0,1,0,Sydney Thunder,Hobart Hurricanes,1114868,219,BBL07,13
2579,3,JC Archer,4.0,0,42,2,10.5,6.0,5.0,1.0,0,0,Sydney Thunder,Hobart Hurricanes,1114868,219,BBL07,13
2580,4,CJ Boyce,3.0,0,14,2,4.66,10.0,0.0,1.0,0,0,Sydney Thunder,Hobart Hurricanes,1114868,219,BBL07,13
2581,5,DJM Short,1.0,0,6,0,6.0,3.0,1.0,0.0,0,0,Sydney Thunder,Hobart Hurricanes,1114868,219,BBL07,13
2582,6,DT Christian,4.0,0,38,1,9.5,6.0,2.0,2.0,0,0,Sydney Thunder,Hobart Hurricanes,1114868,219,BBL07,13
2583,1,MG Johnson,4.0,0,25,0,6.25,11.0,3.0,0.0,1,0,Sydney Sixers,Perth Scorchers,1114869,220,BBL07,14
2584,2,JA Richardson,4.0,0,45,0,11.25,8.0,6.0,1.0,0,1,Sydney Sixers,Perth Scorchers,1114869,220,BBL07,14
2585,3,DJ Willey,4.0,0,30,2,7.5,9.0,3.0,1.0,0,0,Sydney Sixers,Perth Scorchers,1114869,220,BBL07,14
2586,4,AJ Tye,4.0,0,28,1,7.0,10.0,3.0,0.0,1,0,Sydney Sixers,Perth Scorchers,1114869,220,BBL07,14
2587,5,AC Voges,2.0,0,23,0,11.5,2.0,1.0,2.0,0,0,Sydney Sixers,Perth Scorchers,1114869,220,BBL07,14
2588,6,JM Muirhead,2.0,0,14,1,7.0,1.0,0.0,0.0,0,0,Sydney Sixers,Perth Scorchers,1114869,220,BBL07,14
2589,1,SNJ O'Keefe,3.0,0,20,0,6.66,6.0,2.0,0.0,0,0,Perth Scorchers,Sydney Sixers,1114869,220,BBL07,14
2590,2,BJ Dwarshuis,4.0,0,26,1,6.5,8.0,2.0,0.0,1,0,Perth Scorchers,Sydney Sixers,1114869,220,BBL07,14
2591,3,WER Somerville,4.0,0,32,0,8.0,7.0,1.0,2.0,0,0,Perth Scorchers,Sydney Sixers,1114869,220,BBL07,14
2592,4,DR Sams,3.0,0,25,2,8.33,9.0,2.0,2.0,0,0,Perth Scorchers,Sydney Sixers,1114869,220,BBL07,14
2593,5,SA Abbott,3.1,0,42,0,13.26,7.0,5.0,2.0,1,0,Perth Scorchers,Sydney Sixers,1114869,220,BBL07,14
2594,6,J Botha,1.0,0,9,0,9.0,2.0,0.0,1.0,0,0,Perth Scorchers,Sydney Sixers,1114869,220,BBL07,14
2595,7,NJ Maddinson,1.0,0,14,0,14.0,0.0,1.0,1.0,0,0,Perth Scorchers,Sydney Sixers,1114869,220,BBL07,14
2596,1,Yasir Shah,4.0,0,16,1,4.0,10.0,0.0,0.0,1,0,Melbourne Stars,Brisbane Heat,1114870,221,BBL07,15
2597,2,MT Steketee,4.0,0,36,1,9.0,7.0,5.0,0.0,2,0,Melbourne Stars,Brisbane Heat,1114870,221,BBL07,15
2598,3,B Doggett,4.0,0,35,0,8.75,6.0,2.0,1.0,1,0,Melbourne Stars,Brisbane Heat,1114870,221,BBL07,15
2599,4,CJ Gannon,2.0,0,24,0,12.0,2.0,3.0,0.0,0,1,Melbourne Stars,Brisbane Heat,1114870,221,BBL07,15
2600,5,MJ Swepson,4.0,0,14,3,3.5,11.0,0.0,0.0,1,0,Melbourne Stars,Brisbane Heat,1114870,221,BBL07,15
2601,6,BCJ Cutting,2.0,0,14,1,7.0,4.0,1.0,0.0,0,1,Melbourne Stars,Brisbane Heat,1114870,221,BBL07,15
2602,1,JP Faulkner,2.0,0,14,0,7.0,4.0,2.0,0.0,0,0,Brisbane Heat,Melbourne Stars,1114870,221,BBL07,15
2603,2,MA Beer,2.4,0,28,0,10.5,5.0,4.0,1.0,0,0,Brisbane Heat,Melbourne Stars,1114870,221,BBL07,15
2604,3,A Zampa,4.0,0,28,0,7.0,11.0,3.0,1.0,0,0,Brisbane Heat,Melbourne Stars,1114870,221,BBL07,15
2605,4,JW Hastings,2.0,0,22,0,11.0,3.0,2.0,1.0,0,0,Brisbane Heat,Melbourne Stars,1114870,221,BBL07,15
2606,5,MP Stoinis,2.0,0,30,0,15.0,3.0,3.0,2.0,1,0,Brisbane Heat,Melbourne Stars,1114870,221,BBL07,15
2607,6,L Bowe,2.0,0,21,1,10.5,5.0,3.0,1.0,0,0,Brisbane Heat,Melbourne Stars,1114870,221,BBL07,15
2608,1,Mohammad Nabi,4.0,0,22,2,5.5,11.0,3.0,0.0,0,0,Sydney Sixers,Melbourne Renegades,1114871,222,BBL07,16
2609,2,KW Richardson,4.0,1,13,0,3.25,12.0,0.0,0.0,0,0,Sydney Sixers,Melbourne Renegades,1114871,222,BBL07,16
2610,3,DJ Bravo,4.0,0,29,3,7.25,10.0,2.0,1.0,1,0,Sydney Sixers,Melbourne Renegades,1114871,222,BBL07,16
2611,4,JD Wildermuth,4.0,0,20,1,5.0,11.0,1.0,0.0,0,0,Sydney Sixers,Melbourne Renegades,1114871,222,BBL07,16
2612,5,GB Hogg,4.0,0,26,1,6.5,6.0,2.0,0.0,0,0,Sydney Sixers,Melbourne Renegades,1114871,222,BBL07,16
2613,1,BJ Dwarshuis,4.0,0,19,1,4.75,14.0,2.0,0.0,1,0,Melbourne Renegades,Sydney Sixers,1114871,222,BBL07,16
2614,2,MW Edwards,3.0,0,31,0,10.33,7.0,3.0,2.0,0,0,Melbourne Renegades,Sydney Sixers,1114871,222,BBL07,16
2615,3,DR Sams,3.3,0,27,0,7.71,9.0,4.0,0.0,2,0,Melbourne Renegades,Sydney Sixers,1114871,222,BBL07,16
2616,4,WER Somerville,2.0,0,13,0,6.5,7.0,1.0,1.0,0,0,Melbourne Renegades,Sydney Sixers,1114871,222,BBL07,16
2617,5,SA Abbott,2.0,0,13,0,6.5,5.0,2.0,0.0,0,0,Melbourne Renegades,Sydney Sixers,1114871,222,BBL07,16
2618,6,J Botha,1.0,0,7,0,7.0,1.0,0.0,0.0,0,0,Melbourne Renegades,Sydney Sixers,1114871,222,BBL07,16
2619,1,TM Head,1.0,0,13,0,13.0,1.0,2.0,0.0,0,0,Hobart Hurricanes,Adelaide Strikers,1114872,223,BBL07,17
2620,2,B Stanlake,4.0,0,27,2,6.75,10.0,2.0,1.0,1,0,Hobart Hurricanes,Adelaide Strikers,1114872,223,BBL07,17
2621,3,Rashid Khan,4.0,0,18,2,4.5,12.0,2.0,0.0,0,0,Hobart Hurricanes,Adelaide Strikers,1114872,223,BBL07,17
2622,4,MG Neser,4.0,0,47,0,11.75,3.0,3.0,2.0,0,0,Hobart Hurricanes,Adelaide Strikers,1114872,223,BBL07,17
2623,5,B Laughlin,3.0,0,42,0,14.0,5.0,5.0,2.0,0,1,Hobart Hurricanes,Adelaide Strikers,1114872,223,BBL07,17
2624,6,PM Siddle,4.0,0,35,0,8.75,6.0,0.0,2.0,2,0,Hobart Hurricanes,Adelaide Strikers,1114872,223,BBL07,17
2625,1,CA Rose,4.0,0,32,1,8.0,9.0,5.0,0.0,1,0,Adelaide Strikers,Hobart Hurricanes,1114872,223,BBL07,17
2626,2,JC Archer,4.0,0,15,3,3.75,13.0,0.0,0.0,0,0,Adelaide Strikers,Hobart Hurricanes,1114872,223,BBL07,17
2627,3,TS Mills,4.0,0,41,1,10.25,10.0,3.0,3.0,2,1,Adelaide Strikers,Hobart Hurricanes,1114872,223,BBL07,17
2628,4,CJ Boyce,4.0,0,34,0,8.5,4.0,2.0,1.0,0,0,Adelaide Strikers,Hobart Hurricanes,1114872,223,BBL07,17
2629,5,DT Christian,3.0,0,33,0,11.0,3.0,2.0,1.0,3,0,Adelaide Strikers,Hobart Hurricanes,1114872,223,BBL07,17
2630,6,S Milenko,1.0,0,20,0,20.0,1.0,0.0,3.0,0,0,Adelaide Strikers,Hobart Hurricanes,1114872,223,BBL07,17
2631,1,JA Richardson,4.0,0,44,1,11.0,8.0,5.0,2.0,1,0,Brisbane Heat,Perth Scorchers,1114873,224,BBL07,18
2632,2,DJ Willey,4.0,0,40,2,10.0,11.0,4.0,2.0,3,0,Brisbane Heat,Perth Scorchers,1114873,224,BBL07,18
2633,3,AJ Tye,4.0,0,47,1,11.75,7.0,5.0,3.0,0,0,Brisbane Heat,Perth Scorchers,1114873,224,BBL07,18
2634,4,AC Agar,4.0,0,22,1,5.5,7.0,0.0,0.0,1,0,Brisbane Heat,Perth Scorchers,1114873,224,BBL07,18
2635,5,JS Paris,4.0,0,36,1,9.0,8.0,1.0,3.0,1,0,Brisbane Heat,Perth Scorchers,1114873,224,BBL07,18
2636,1,JA Burns,1.0,0,4,0,4.0,4.0,0.0,0.0,2,0,Perth Scorchers,Brisbane Heat,1114873,224,BBL07,18
2637,2,Yasir Shah,4.0,0,27,1,6.75,6.0,1.0,1.0,0,0,Perth Scorchers,Brisbane Heat,1114873,224,BBL07,18
2638,3,MT Steketee,4.0,0,28,3,7.0,11.0,3.0,0.0,0,0,Perth Scorchers,Brisbane Heat,1114873,224,BBL07,18
2639,4,B Doggett,4.0,0,35,5,8.75,9.0,5.0,0.0,1,1,Perth Scorchers,Brisbane Heat,1114873,224,BBL07,18
2640,5,MJ Swepson,4.0,0,34,1,8.5,5.0,0.0,2.0,0,0,Perth Scorchers,Brisbane Heat,1114873,224,BBL07,18
2641,6,BCJ Cutting,2.0,0,14,0,7.0,3.0,0.0,0.0,2,0,Perth Scorchers,Brisbane Heat,1114873,224,BBL07,18
2642,1,Mohammad Nabi,4.0,0,27,1,6.75,10.0,3.0,0.0,0,0,Melbourne Stars,Melbourne Renegades,1114874,225,BBL07,19
2643,2,KW Richardson,4.0,0,39,1,9.75,4.0,5.0,0.0,0,0,Melbourne Stars,Melbourne Renegades,1114874,225,BBL07,19
2644,3,DJ Bravo,4.0,0,31,1,7.75,9.0,4.0,0.0,0,0,Melbourne Stars,Melbourne Renegades,1114874,225,BBL07,19
2645,4,JD Wildermuth,4.0,0,28,1,7.0,10.0,4.0,0.0,1,0,Melbourne Stars,Melbourne Renegades,1114874,225,BBL07,19
2646,5,GB Hogg,4.0,0,32,0,8.0,5.0,1.0,1.0,0,0,Melbourne Stars,Melbourne Renegades,1114874,225,BBL07,19
2647,1,JR Coleman,4.0,0,22,1,5.5,13.0,3.0,0.0,1,0,Melbourne Renegades,Melbourne Stars,1114874,225,BBL07,19
2648,2,MA Beer,1.0,0,23,0,23.0,0.0,4.0,1.0,0,0,Melbourne Renegades,Melbourne Stars,1114874,225,BBL07,19
2649,3,MP Stoinis,3.0,0,28,0,9.33,5.0,3.0,0.0,1,1,Melbourne Renegades,Melbourne Stars,1114874,225,BBL07,19
2650,4,JW Hastings,3.5,0,24,2,6.26,9.0,0.0,1.0,2,0,Melbourne Renegades,Melbourne Stars,1114874,225,BBL07,19
2651,5,A Zampa,3.0,0,26,1,8.66,3.0,0.0,2.0,0,0,Melbourne Renegades,Melbourne Stars,1114874,225,BBL07,19
2652,6,JP Faulkner,2.0,0,21,0,10.5,3.0,2.0,0.0,0,1,Melbourne Renegades,Melbourne Stars,1114874,225,BBL07,19
2653,7,GJ Maxwell,1.0,0,10,0,10.0,1.0,0.0,0.0,0,0,Melbourne Renegades,Melbourne Stars,1114874,225,BBL07,19
2654,1,SR Watson,1.0,0,8,0,8.0,2.0,1.0,0.0,1,0,Adelaide Strikers,Sydney Thunder,1114875,226,BBL07,20
2655,2,MJ McClenaghan,4.0,0,38,0,9.5,8.0,2.0,2.0,1,0,Adelaide Strikers,Sydney Thunder,1114875,226,BBL07,20
2656,3,CJ Green,4.0,0,22,1,5.5,13.0,0.0,2.0,0,0,Adelaide Strikers,Sydney Thunder,1114875,226,BBL07,20
2657,4,GS Sandhu,3.0,0,28,2,9.33,8.0,2.0,2.0,2,0,Adelaide Strikers,Sydney Thunder,1114875,226,BBL07,20
2658,5,Fawad Ahmed,4.0,0,31,3,7.75,11.0,4.0,1.0,0,0,Adelaide Strikers,Sydney Thunder,1114875,226,BBL07,20
2659,6,AJ Nair,4.0,0,28,0,7.0,5.0,0.0,1.0,0,0,Adelaide Strikers,Sydney Thunder,1114875,226,BBL07,20
2660,1,MG Neser,4.0,0,29,3,7.25,11.0,1.0,2.0,1,0,Sydney Thunder,Adelaide Strikers,1114875,226,BBL07,20
2661,2,B Stanlake,4.0,0,24,1,6.0,14.0,4.0,0.0,1,0,Sydney Thunder,Adelaide Strikers,1114875,226,BBL07,20
2662,3,Rashid Khan,4.0,0,21,2,5.25,10.0,2.0,0.0,0,0,Sydney Thunder,Adelaide Strikers,1114875,226,BBL07,20
2663,4,PM Siddle,4.0,1,13,2,3.25,14.0,1.0,0.0,0,0,Sydney Thunder,Adelaide Strikers,1114875,226,BBL07,20
2664,5,B Laughlin,4.0,0,38,1,9.5,8.0,1.0,3.0,1,0,Sydney Thunder,Adelaide Strikers,1114875,226,BBL07,20
2665,1,JM Bird,4.0,0,31,1,7.75,11.0,3.0,1.0,0,0,Hobart Hurricanes,Sydney Sixers,1114876,227,BBL07,21
2666,2,BJ Dwarshuis,4.0,0,30,1,7.5,10.0,3.0,1.0,0,0,Hobart Hurricanes,Sydney Sixers,1114876,227,BBL07,21
2667,3,J Botha,4.0,0,29,0,7.25,5.0,3.0,0.0,0,0,Hobart Hurricanes,Sydney Sixers,1114876,227,BBL07,21
2668,4,DR Sams,4.0,0,49,1,12.25,4.0,6.0,2.0,0,0,Hobart Hurricanes,Sydney Sixers,1114876,227,BBL07,21
2669,5,SA Abbott,4.0,0,27,3,6.75,14.0,3.0,1.0,0,0,Hobart Hurricanes,Sydney Sixers,1114876,227,BBL07,21
2670,1,S Milenko,1.0,0,14,0,14.0,1.0,0.0,1.0,1,1,Sydney Sixers,Hobart Hurricanes,1114876,227,BBL07,21
2671,2,CA Rose,3.0,0,22,1,7.33,8.0,3.0,0.0,1,0,Sydney Sixers,Hobart Hurricanes,1114876,227,BBL07,21
2672,3,JC Archer,4.0,0,35,0,8.75,7.0,4.0,1.0,0,0,Sydney Sixers,Hobart Hurricanes,1114876,227,BBL07,21
2673,4,TS Mills,4.0,0,42,2,10.5,6.0,2.0,3.0,1,0,Sydney Sixers,Hobart Hurricanes,1114876,227,BBL07,21
