Order,Batsman,Dismissal,R,B,M,4s,6s,SR,Batting Team,Bowling Team,Match ID,Season,Season Match No,Match No
1,AJ Finch (c),c Lalor b Fekete,65,45,,6,3,144.44,Melbourne Renegades,Brisbane Heat,897699,BBL05,3,139
2,CH Gayle,c Simmons b Steketee,23,16,,2,2,143.75,Melbourne Renegades,Brisbane Heat,897699,BBL05,3,139
3,CL White,c Cutting b Fekete,55,41,,4,1,134.14,Melbourne Renegades,Brisbane Heat,897699,BBL05,3,139
4,MS Wade †,not out,11,6,,2,0,183.33,Melbourne Renegades,Brisbane Heat,897699,BBL05,3,139
5,DJ Bravo,not out,22,9,,1,2,244.44,Melbourne Renegades,Brisbane Heat,897699,BBL05,3,139
1,MJ Lumb,c Mennie b Tait,4,3,,1,0,133.33,Sydney Sixers,Hobart Hurricanes,897701,BBL05,4,140
2,BJ Haddin †,c Christian b Boyce,72,45,,8,2,160,Sydney Sixers,Hobart Hurricanes,897701,BBL05,4,140
3,NJ Maddinson,c Sangakkara b Boyce,21,11,,3,1,190.9,Sydney Sixers,Hobart Hurricanes,897701,BBL05,4,140
4,MC Henriques (c),run out (Bailey/Sammy),11,14,,1,0,78.57,Sydney Sixers,Hobart Hurricanes,897701,BBL05,4,140
5,JC Silk,run out (†Paine),41,25,,0,2,164,Sydney Sixers,Hobart Hurricanes,897701,BBL05,4,140
6,J Botha,c Wells b Mennie,13,13,,0,0,100,Sydney Sixers,Hobart Hurricanes,897701,BBL05,4,140
7,SA Abbott, b Tait,6,4,,0,0,150,Sydney Sixers,Hobart Hurricanes,897701,BBL05,4,140
8,SNJ O'Keefe,not out,6,4,,0,0,150,Sydney Sixers,Hobart Hurricanes,897701,BBL05,4,140
9,NM Lyon,not out,0,1,,0,0,0,Sydney Sixers,Hobart Hurricanes,897701,BBL05,4,140
1,TD Paine (c) †,c Henriques b Lyon,0,4,,0,0,0,Hobart Hurricanes,Sydney Sixers,897701,BBL05,4,140
2,BR Dunk, b Bollinger,1,4,,0,0,25,Hobart Hurricanes,Sydney Sixers,897701,BBL05,4,140
3,KC Sangakkara,c Bollinger b Lyon,0,1,,0,0,0,Hobart Hurricanes,Sydney Sixers,897701,BBL05,4,140
4,GJ Bailey,not out,62,45,,8,1,137.77,Hobart Hurricanes,Sydney Sixers,897701,BBL05,4,140
5,DT Christian,run out (Maddinson/†Haddin),4,6,,0,0,66.66,Hobart Hurricanes,Sydney Sixers,897701,BBL05,4,140
6,JW Wells,c Henriques b O'Keefe,1,2,,0,0,50,Hobart Hurricanes,Sydney Sixers,897701,BBL05,4,140
7,DJG Sammy,c Maddinson b Abbott,2,6,,0,0,33.33,Hobart Hurricanes,Sydney Sixers,897701,BBL05,4,140
8,JM Mennie,c Bird b Lyon,4,9,,0,0,44.44,Hobart Hurricanes,Sydney Sixers,897701,BBL05,4,140
9,SL Rainbird,c Bird b Lyon,1,3,,0,0,33.33,Hobart Hurricanes,Sydney Sixers,897701,BBL05,4,140
10,CJ Boyce,c Henriques b O'Keefe,4,10,,0,0,40,Hobart Hurricanes,Sydney Sixers,897701,BBL05,4,140
11,SW Tait,c Abbott b Lyon,5,5,,0,0,100,Hobart Hurricanes,Sydney Sixers,897701,BBL05,4,140
1,UT Khawaja,not out,109,70,84,12,3,155.71,Sydney Thunder,Melbourne Stars,897703,BBL05,5,141
2,JH Kallis,c †Handscomb b Hastings,9,8,18,1,0,112.5,Sydney Thunder,Melbourne Stars,897703,BBL05,5,141
3,AC Blizzard,c Wright b Zampa,3,9,12,0,0,33.33,Sydney Thunder,Melbourne Stars,897703,BBL05,5,141
4,SR Watson,lbw b Maxwell,1,2,3,0,0,50,Sydney Thunder,Melbourne Stars,897703,BBL05,5,141
5,MEK Hussey (c),lbw b Maxwell,16,11,13,2,0,145.45,Sydney Thunder,Melbourne Stars,897703,BBL05,5,141
6,AD Russell,c Faulkner b Hastings,22,16,20,4,0,137.5,Sydney Thunder,Melbourne Stars,897703,BBL05,5,141
7,BJ Rohrer,c Maxwell b Boland,1,2,5,0,0,50,Sydney Thunder,Melbourne Stars,897703,BBL05,5,141
8,CJ McKay,not out,9,3,7,0,1,300,Sydney Thunder,Melbourne Stars,897703,BBL05,5,141
1,MP Stoinis,lbw b Russell,27,19,25,4,0,142.1,Melbourne Stars,Sydney Thunder,897703,BBL05,5,141
2,LJ Wright,c Hussey b Russell,18,15,23,4,0,120,Melbourne Stars,Sydney Thunder,897703,BBL05,5,141
3,KP Pietersen,c Fawad Ahmed b McKay,76,42,62,5,6,180.95,Melbourne Stars,Sydney Thunder,897703,BBL05,5,141
4,GJ Maxwell,c Sandhu b Kallis,2,8,15,0,0,25,Melbourne Stars,Sydney Thunder,897703,BBL05,5,141
5,DJ Hussey (c), b Watson,0,3,7,0,0,0,Melbourne Stars,Sydney Thunder,897703,BBL05,5,141
6,JP Faulkner,not out,45,36,46,2,0,125,Melbourne Stars,Sydney Thunder,897703,BBL05,5,141
7,PSP Handscomb †,not out,0,0,9,0,0,-,Melbourne Stars,Sydney Thunder,897703,BBL05,5,141
1,M Klinger,c Neser b Head,19,18,,3,0,105.55,Perth Scorchers,Adelaide Strikers,897705,BBL05,6,142
2,SE Marsh,c Holland b Neser,47,35,,4,2,134.28,Perth Scorchers,Adelaide Strikers,897705,BBL05,6,142
3,AC Voges (c),not out,45,32,,4,1,140.62,Perth Scorchers,Adelaide Strikers,897705,BBL05,6,142
4,MA Carberry, b Rashid,5,12,,0,0,41.66,Perth Scorchers,Adelaide Strikers,897705,BBL05,6,142
5,MR Marsh, b Rashid,1,2,,0,0,50,Perth Scorchers,Adelaide Strikers,897705,BBL05,6,142
6,DJ Willey,c Head b Laughlin,2,5,,0,0,40,Perth Scorchers,Adelaide Strikers,897705,BBL05,6,142
7,CT Bancroft †, b Laughlin,8,8,,0,0,100,Perth Scorchers,Adelaide Strikers,897705,BBL05,6,142
8,NM Coulter-Nile,not out,18,8,,0,2,225,Perth Scorchers,Adelaide Strikers,897705,BBL05,6,142
1,TP Ludeman †,c †Bancroft b Willey,17,10,,4,0,170,Adelaide Strikers,Perth Scorchers,897705,BBL05,6,142
2,CJ Simmons,c MR Marsh b Coulter-Nile,1,5,,0,0,20,Adelaide Strikers,Perth Scorchers,897705,BBL05,6,142
3,DPMD Jayawardene,c SE Marsh b Willey,42,40,,4,0,105,Adelaide Strikers,Perth Scorchers,897705,BBL05,6,142
4,TM Head,c Carberry b Tye,22,16,,3,1,137.5,Adelaide Strikers,Perth Scorchers,897705,BBL05,6,142
5,BJ Hodge (c),c sub (AC Agar) b Paris,14,12,,1,0,116.66,Adelaide Strikers,Perth Scorchers,897705,BBL05,6,142
6,AI Ross,c Willey b Paris,38,29,,4,2,131.03,Adelaide Strikers,Perth Scorchers,897705,BBL05,6,142
7,MG Neser,not out,1,2,,0,0,50,Adelaide Strikers,Perth Scorchers,897705,BBL05,6,142
8,AU Rashid,not out,2,2,,0,0,100,Adelaide Strikers,Perth Scorchers,897705,BBL05,6,142
1,BR Dunk,run out (Forrest),5,7,12,0,0,71.42,Hobart Hurricanes,Brisbane Heat,897707,BBL05,7,143
2,TD Paine (c) †,not out,87,58,84,6,4,150,Hobart Hurricanes,Brisbane Heat,897707,BBL05,7,143
3,KC Sangakkara,c Simmons b Cutting,43,31,35,5,0,138.7,Hobart Hurricanes,Brisbane Heat,897707,BBL05,7,143
4,GJ Bailey,c Simmons b Fekete,40,21,26,5,1,190.47,Hobart Hurricanes,Brisbane Heat,897707,BBL05,7,143
5,DT Christian,not out,5,4,8,0,0,125,Hobart Hurricanes,Brisbane Heat,897707,BBL05,7,143
1,JJ Peirson †,c Christian b Rainbird,29,19,16,4,1,152.63,Brisbane Heat,Hobart Hurricanes,897707,BBL05,7,143
2,LMP Simmons,c †Paine b Christian,16,17,27,1,1,94.11,Brisbane Heat,Hobart Hurricanes,897707,BBL05,7,143
3,JS Floros,c Rainbird b Boyce,42,23,39,3,3,182.6,Brisbane Heat,Hobart Hurricanes,897707,BBL05,7,143
4,PJ Forrest,c †Paine b Christian,2,5,7,0,0,40,Brisbane Heat,Hobart Hurricanes,897707,BBL05,7,143
5,CA Lynn (c),c Christian b Rainbird,1,3,2,0,0,33.33,Brisbane Heat,Hobart Hurricanes,897707,BBL05,7,143
6,NJ Reardon,c Dunk b Tait,41,32,38,4,1,128.12,Brisbane Heat,Hobart Hurricanes,897707,BBL05,7,143
7,BCJ Cutting,c Christian b Rainbird,10,10,17,0,0,100,Brisbane Heat,Hobart Hurricanes,897707,BBL05,7,143
8,JR Hopes,c Christian b Rose,13,10,7,1,0,130,Brisbane Heat,Hobart Hurricanes,897707,BBL05,7,143
9,JK Lalor,not out,1,1,4,0,0,100,Brisbane Heat,Hobart Hurricanes,897707,BBL05,7,143
1,AJ Finch (c),c Botha b Bollinger,13,11,13,3,0,118.18,Melbourne Renegades,Sydney Sixers,897709,BBL05,8,144
2,CH Gayle,c Abbott b Botha,46,33,49,3,3,139.39,Melbourne Renegades,Sydney Sixers,897709,BBL05,8,144
3,CL White,c Lumb b Henriques,15,17,26,2,0,88.23,Melbourne Renegades,Sydney Sixers,897709,BBL05,8,144
4,DJ Bravo,not out,45,29,45,3,2,155.17,Melbourne Renegades,Sydney Sixers,897709,BBL05,8,144
5,MS Wade †, b Abbott,4,8,10,0,0,50,Melbourne Renegades,Sydney Sixers,897709,BBL05,8,144
6,TM Beaton,not out,41,23,27,2,2,178.26,Melbourne Renegades,Sydney Sixers,897709,BBL05,8,144
1,MJ Lumb,c †Wade b Rimmington,63,35,58,4,5,180,Sydney Sixers,Melbourne Renegades,897709,BBL05,8,144
2,BJ Haddin †,c †Wade b Tremain,0,1,1,0,0,0,Sydney Sixers,Melbourne Renegades,897709,BBL05,8,144
3,NJ Maddinson,c Cooper b Rimmington,17,17,15,1,1,100,Sydney Sixers,Melbourne Renegades,897709,BBL05,8,144
4,MC Henriques (c),c Cooper b Tremain,62,38,54,4,2,163.15,Sydney Sixers,Melbourne Renegades,897709,BBL05,8,144
5,JC Silk,lbw b Rimmington,14,9,22,0,1,155.55,Sydney Sixers,Melbourne Renegades,897709,BBL05,8,144
6,J Botha,run out (Finch),1,3,3,0,0,33.33,Sydney Sixers,Melbourne Renegades,897709,BBL05,8,144
7,SNJ O'Keefe,c Finch b Rimmington,2,3,7,0,0,66.66,Sydney Sixers,Melbourne Renegades,897709,BBL05,8,144
8,SA Abbott,not out,3,3,8,0,0,100,Sydney Sixers,Melbourne Renegades,897709,BBL05,8,144
9,TL Lawford,not out,6,4,5,1,0,150,Sydney Sixers,Melbourne Renegades,897709,BBL05,8,144
1,JJ Peirson †,c Klinger b Willey,10,12,,1,0,83.33,Brisbane Heat,Perth Scorchers,897711,BBL05,9,145
2,LMP Simmons,c †Bancroft b Behrendorff,0,1,,0,0,0,Brisbane Heat,Perth Scorchers,897711,BBL05,9,145
3,CA Lynn (c),not out,75,58,,3,4,129.31,Brisbane Heat,Perth Scorchers,897711,BBL05,9,145
4,PJ Forrest,c Agar b Tye,6,17,,0,0,35.29,Brisbane Heat,Perth Scorchers,897711,BBL05,9,145
5,NJ Reardon,c Behrendorff b Hogg,2,7,,0,0,28.57,Brisbane Heat,Perth Scorchers,897711,BBL05,9,145
6,JS Floros,c Tye b Behrendorff,5,8,,0,0,62.5,Brisbane Heat,Perth Scorchers,897711,BBL05,9,145
7,BCJ Cutting, b Tye,8,13,,1,0,61.53,Brisbane Heat,Perth Scorchers,897711,BBL05,9,145
8,JK Lalor,c Paris b Tye,3,4,,0,0,75,Brisbane Heat,Perth Scorchers,897711,BBL05,9,145
1,MS Harris,c Lynn b Fekete,36,22,,4,2,163.63,Perth Scorchers,Brisbane Heat,897711,BBL05,9,145
2,M Klinger (c),not out,53,42,,4,1,126.19,Perth Scorchers,Brisbane Heat,897711,BBL05,9,145
3,AC Agar,not out,24,27,,3,0,88.88,Perth Scorchers,Brisbane Heat,897711,BBL05,9,145
1,MJ Lumb,lbw b Beer,15,12,,1,1,125,Sydney Sixers,Melbourne Stars,897713,BBL05,10,146
2,BJ Haddin †,c Beer b Maxwell,2,4,,0,0,50,Sydney Sixers,Melbourne Stars,897713,BBL05,10,146
3,NJ Maddinson, b Zampa,25,21,,0,2,119.04,Sydney Sixers,Melbourne Stars,897713,BBL05,10,146
4,MC Henriques (c),retired hurt,41,34,,4,0,120.58,Sydney Sixers,Melbourne Stars,897713,BBL05,10,146
5,JC Silk,lbw b Hilfenhaus,35,28,,1,1,125,Sydney Sixers,Melbourne Stars,897713,BBL05,10,146
6,J Botha,c Wright b Hilfenhaus,5,12,,0,0,41.66,Sydney Sixers,Melbourne Stars,897713,BBL05,10,146
7,SA Abbott,c Wright b Boland,7,7,,0,0,100,Sydney Sixers,Melbourne Stars,897713,BBL05,10,146
8,TL Lawford,not out,3,2,,0,0,150,Sydney Sixers,Melbourne Stars,897713,BBL05,10,146
9,SNJ O'Keefe,not out,2,1,,0,0,200,Sydney Sixers,Melbourne Stars,897713,BBL05,10,146
1,MP Stoinis, b O'Keefe,0,3,,0,0,0,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
2,LJ Wright,c O'Keefe b Bird,8,15,,1,0,53.33,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
3,GJ Maxwell,c Lumb b Bollinger,50,36,,5,0,138.88,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
4,PSP Handscomb,c Botha b Abbott,52,40,,4,1,130,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
5,DJ Hussey (c),not out,24,15,,1,1,160,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
6,JP Faulkner,c †Haddin b Bollinger,0,1,,0,0,0,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
7,TIF Triffitt †,not out,4,2,,1,0,200,Melbourne Stars,Sydney Sixers,897713,BBL05,10,146
1,TP Ludeman †,c †Hartley b Russell,0,1,,0,0,0,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
2,CJ Simmons,c Rohrer b Sandhu,1,4,,0,0,25,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
3,DPMD Jayawardene,run out (Rohrer/†Hartley),21,31,,1,0,67.74,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
4,TM Head,c †Hartley b Kallis,11,14,,1,1,78.57,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
5,BJ Hodge (c),c Green b Russell,34,33,,2,2,103.03,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
6,AI Ross,c Hussey b Fawad Ahmed,7,7,,1,0,100,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
7,MG Neser,run out (Rohrer/†Hartley),2,8,,0,0,25,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
8,AU Rashid,c Sandhu b McKay,25,18,,3,0,138.88,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
9,KW Richardson,not out,7,2,,0,1,350,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
10,B Laughlin, b McKay,6,2,,0,1,300,Adelaide Strikers,Sydney Thunder,897715,BBL05,11,147
1,JH Kallis,not out,49,48,,3,2,102.08,Sydney Thunder,Adelaide Strikers,897715,BBL05,11,147
2,AC Blizzard,c Hodge b Simmons,35,29,,3,0,120.68,Sydney Thunder,Adelaide Strikers,897715,BBL05,11,147
3,SR Watson, b Laughlin,13,15,,2,0,86.66,Sydney Thunder,Adelaide Strikers,897715,BBL05,11,147
4,AD Russell,c Ross b Laughlin,17,7,,0,2,242.85,Sydney Thunder,Adelaide Strikers,897715,BBL05,11,147
5,MEK Hussey (c),not out,0,0,,0,0,-,Sydney Thunder,Adelaide Strikers,897715,BBL05,11,147
1,BR Dunk,c Simmons b Badree,27,22,,3,1,122.72,Hobart Hurricanes,Brisbane Heat,897717,BBL05,12,148
2,TD Paine (c) †,st †Peirson b Badree,25,22,,3,0,113.63,Hobart Hurricanes,Brisbane Heat,897717,BBL05,12,148
3,KC Sangakkara, b Feldman,32,19,,1,2,168.42,Hobart Hurricanes,Brisbane Heat,897717,BBL05,12,148
4,GJ Bailey,c Feldman b Steketee,27,21,,2,0,128.57,Hobart Hurricanes,Brisbane Heat,897717,BBL05,12,148
5,DT Christian,not out,56,24,,3,4,233.33,Hobart Hurricanes,Brisbane Heat,897717,BBL05,12,148
6,DJG Sammy,not out,7,14,,0,0,50,Hobart Hurricanes,Brisbane Heat,897717,BBL05,12,148
1,JJ Peirson †,c Rose b Reed,1,3,,0,0,33.33,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
2,LMP Simmons, b Tait,0,3,,0,0,0,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
3,CA Lynn (c),c †Paine b Boyce,101,51,,5,7,198.03,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
4,SD Heazlett,c †Paine b Sammy,26,24,,3,1,108.33,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
5,NJ Reardon,c Rose b Boyce,4,8,,0,0,50,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
6,JS Floros, b Reed,15,18,,0,0,83.33,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
7,BCJ Cutting,c Christian b Reed,13,7,,1,1,185.71,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
8,JK Lalor,not out,5,4,,0,0,125,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
9,LW Feldman,run out (Reed),0,0,,0,0,-,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
10,MT Steketee,run out (Reed/Christian),0,0,,0,0,-,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
11,S Badree,not out,1,3,,0,0,33.33,Brisbane Heat,Hobart Hurricanes,897717,BBL05,12,148
1,AJ Finch (c),c Agar b Willey,72,48,72,6,3,150,Melbourne Renegades,Perth Scorchers,897719,BBL05,13,149
2,CH Gayle,c †Bancroft b Behrendorff,41,35,46,2,3,117.14,Melbourne Renegades,Perth Scorchers,897719,BBL05,13,149
3,CL White,c & b Behrendorff,0,1,1,0,0,0,Melbourne Renegades,Perth Scorchers,897719,BBL05,13,149
4,MS Wade †, b Tye,35,25,32,2,1,140,Melbourne Renegades,Perth Scorchers,897719,BBL05,13,149
5,DJ Bravo,not out,14,10,14,1,0,140,Melbourne Renegades,Perth Scorchers,897719,BBL05,13,149
6,TM Beaton,not out,2,1,5,0,0,200,Melbourne Renegades,Perth Scorchers,897719,BBL05,13,149
1,SE Marsh,not out,76,54,80,3,3,140.74,Perth Scorchers,Melbourne Renegades,897719,BBL05,13,149
2,M Klinger (c),not out,90,58,80,7,3,155.17,Perth Scorchers,Melbourne Renegades,897719,BBL05,13,149
1,EJM Cowan,c Head b Holland,43,32,,4,1,134.37,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
2,MJ Lumb,c Ross b Kingston,31,23,,2,2,134.78,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
3,NJ Maddinson (c),lbw b Rashid,0,1,,0,0,0,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
4,BJ Haddin †,not out,54,35,,2,4,154.28,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
5,JC Silk,c Simmons b Rashid,3,7,,0,0,42.85,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
6,RGL Carters,c Simmons b Rashid,0,3,,0,0,0,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
7,J Botha,not out,38,20,,4,1,190,Sydney Sixers,Adelaide Strikers,897721,BBL05,14,150
1,CJ Simmons,c Dwarshuis b Bird,25,16,,4,1,156.25,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
2,TP Ludeman †,c †Carters b Abbott,26,20,,4,0,130,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
3,DPMD Jayawardene,c †Carters b Dwarshuis,6,5,,1,0,120,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
4,TM Head,not out,101,53,,4,9,190.56,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
5,BJ Hodge (c),c Abbott b Dwarshuis,17,18,,1,1,94.44,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
6,AI Ross,c sub (RR Ayre) b Dwarshuis,1,4,,0,0,25,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
7,AU Rashid,not out,2,1,,0,0,200,Adelaide Strikers,Sydney Sixers,897721,BBL05,14,150
1,TD Paine (c) †,c †Hartley b McKay,23,26,38,2,0,88.46,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
2,BR Dunk,c Russell b McKay,15,10,13,2,0,150,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
3,KC Sangakkara,c †Hartley b McKay,16,14,21,1,0,114.28,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
4,GJ Bailey,not out,56,29,51,6,2,193.1,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
5,DT Christian,c Russell b Fawad Ahmed,5,4,3,1,0,125,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
6,JW Wells,c †Hartley b Kallis,27,28,28,4,0,96.42,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
7,DJG Sammy,c Green b McKay,18,10,10,0,1,180,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
8,CA Rose,not out,0,0,2,0,0,-,Hobart Hurricanes,Sydney Thunder,897723,BBL05,15,151
1,JH Kallis,c Wells b Tait,0,4,3,0,0,0,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
2,AC Blizzard,c Boyce b Reed,23,21,32,4,0,109.52,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
3,SR Watson,c †Paine b Tait,0,2,1,0,0,0,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
4,MEK Hussey (c),c Rose b Reed,71,51,66,10,1,139.21,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
5,BJ Rohrer,c Christian b Boyce,20,18,27,2,0,111.11,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
6,AD Russell,c Wells b Boyce,8,5,7,0,1,160,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
7,CJ Green,c †Paine b Reed,5,4,6,1,0,125,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
8,CD Hartley †,run out (Christian),0,0,1,0,0,-,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
9,CJ McKay,not out,2,3,13,0,0,66.66,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
10,GS Sandhu, b Tait,7,7,5,1,0,100,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
11,Fawad Ahmed,not out,4,5,6,0,0,80,Sydney Thunder,Hobart Hurricanes,897723,BBL05,15,151
1,AJ Finch (c),c Faulkner b Stoinis,36,29,36,4,1,124.13,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
2,CH Gayle,c Pietersen b Hastings,4,10,13,0,0,40,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
3,CL White,c Zampa b Beer,54,39,51,4,3,138.46,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
4,MS Wade †,c †Handscomb b Hastings,24,21,25,1,1,114.28,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
5,DJ Bravo, b Hastings,7,8,19,0,0,87.5,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
6,TM Beaton,c Zampa b Hilfenhaus,12,6,5,1,1,200,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
7,TLW Cooper,c Faulkner b Hastings,12,6,8,0,1,200,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
8,CJ Gannon,not out,2,1,3,0,0,200,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
9,CP Tremain,not out,1,1,1,0,0,100,Melbourne Renegades,Melbourne Stars,897725,BBL05,16,152
1,MP Stoinis,c †Wade b Tremain,7,14,26,0,0,50,Melbourne Stars,Melbourne Renegades,897725,BBL05,16,152
2,LJ Wright,not out,109,63,91,11,4,173.01,Melbourne Stars,Melbourne Renegades,897725,BBL05,16,152
3,KP Pietersen,c †Wade b Gannon,6,8,8,1,0,75,Melbourne Stars,Melbourne Renegades,897725,BBL05,16,152
4,GJ Maxwell, b Bravo,22,18,22,0,1,122.22,Melbourne Stars,Melbourne Renegades,897725,BBL05,16,152
5,PSP Handscomb †,not out,13,12,32,0,0,108.33,Melbourne Stars,Melbourne Renegades,897725,BBL05,16,152
1,EJM Cowan, b Willey,6,8,,1,0,75,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
2,MJ Lumb,c Paris b Behrendorff,47,45,,4,1,104.44,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
3,NJ Maddinson (c),c Marsh b Willey,1,4,,0,0,25,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
4,JC Silk,c †Bancroft b Paris,1,5,,0,0,20,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
5,J Botha,c †Bancroft b Behrendorff,7,8,,0,0,87.5,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
6,RGL Carters †,c Paris b Tye,27,29,,2,0,93.1,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
7,BJ Dwarshuis, b Tye,13,11,,2,0,118.18,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
8,SA Abbott,c Agar b Willey,1,4,,0,0,25,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
9,DE Bollinger,not out,4,4,,0,0,100,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
10,JM Bird,not out,1,2,,0,0,50,Sydney Sixers,Perth Scorchers,897727,BBL05,17,153
1,M Klinger (c),c Somerville b Abbott,28,22,,3,1,127.27,Perth Scorchers,Sydney Sixers,897727,BBL05,17,153
2,SE Marsh,not out,63,54,,8,3,116.66,Perth Scorchers,Sydney Sixers,897727,BBL05,17,153
3,MS Harris,not out,15,11,,2,0,136.36,Perth Scorchers,Sydney Sixers,897727,BBL05,17,153
1,JH Kallis,c Badree b Lalor,16,11,,2,0,145.45,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
2,AC Blizzard,st †Peirson b Badree,14,20,,0,1,70,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
3,SR Watson,c Reardon b Hopes,46,31,,0,5,148.38,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
4,MEK Hussey (c),c †Peirson b Steketee,56,43,,2,2,130.23,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
5,AD Russell,run out (Heazlett/Lalor),20,9,,2,1,222.22,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
6,BJ Rohrer,not out,13,8,,0,1,162.5,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
7,CJ Green,not out,0,0,,0,0,-,Sydney Thunder,Brisbane Heat,897729,BBL05,18,154
1,JJ Peirson †,st †Hartley b Green,40,36,,6,0,111.11,Brisbane Heat,Sydney Thunder,897729,BBL05,18,154
2,LMP Simmons,c McKay b Watson,34,25,,2,2,136,Brisbane Heat,Sydney Thunder,897729,BBL05,18,154
3,CA Lynn (c),c Green b Russell,75,32,,6,6,234.37,Brisbane Heat,Sydney Thunder,897729,BBL05,18,154
4,NJ Reardon,c McKay b Russell,8,10,,1,0,80,Brisbane Heat,Sydney Thunder,897729,BBL05,18,154
5,BCJ Cutting,not out,22,13,,3,0,169.23,Brisbane Heat,Sydney Thunder,897729,BBL05,18,154
6,SD Heazlett,not out,1,2,,0,0,50,Brisbane Heat,Sydney Thunder,897729,BBL05,18,154
1,TD Paine (c), b Doherty,2,6,6,0,0,33.33,Hobart Hurricanes,Melbourne Renegades,897731,BBL05,19,155
