Order,Batsman,Dismissal,R,B,M,4s,6s,SR,Batting Team,Bowling Team,Match ID,Season,Season Match No,Match No
6,BJ Rohrer,c Laughlin b Neser,29,13,,1,3,223.07,Sydney Thunder,Adelaide Strikers,1114875,BBL07,20,226
7,CJ Green,c Rashid Khan b Neser,8,5,,0,1,160,Sydney Thunder,Adelaide Strikers,1114875,BBL07,20,226
8,RJ Gibson,not out,2,2,,0,0,100,Sydney Thunder,Adelaide Strikers,1114875,BBL07,20,226
9,GS Sandhu,c †Carey b Siddle,0,1,,0,0,0,Sydney Thunder,Adelaide Strikers,1114875,BBL07,20,226
10,MJ McClenaghan,lbw b Siddle,0,2,,0,0,0,Sydney Thunder,Adelaide Strikers,1114875,BBL07,20,226
11,Fawad Ahmed,not out,0,2,,0,0,0,Sydney Thunder,Adelaide Strikers,1114875,BBL07,20,226
1,DJM Short,c Botha b Abbott,42,36,,3,2,116.66,Hobart Hurricanes,Sydney Sixers,1114876,BBL07,21,227
2,AJ Doolan,c Maddinson b Dwarshuis,3,4,,0,0,75,Hobart Hurricanes,Sydney Sixers,1114876,BBL07,21,227
3,MS Wade †,c Billings b Bird,41,30,,5,1,136.66,Hobart Hurricanes,Sydney Sixers,1114876,BBL07,21,227
4,BR McDermott,c Maddinson b Abbott,19,19,,0,1,100,Hobart Hurricanes,Sydney Sixers,1114876,BBL07,21,227
5,GJ Bailey (c),c Botha b Abbott,11,7,,2,0,157.14,Hobart Hurricanes,Sydney Sixers,1114876,BBL07,21,227
6,DT Christian,not out,28,14,,5,0,200,Hobart Hurricanes,Sydney Sixers,1114876,BBL07,21,227
7,S Milenko,c Maddinson b Sams,22,10,,3,1,220,Hobart Hurricanes,Sydney Sixers,1114876,BBL07,21,227
8,JC Archer,not out,0,0,,0,0,-,Hobart Hurricanes,Sydney Sixers,1114876,BBL07,21,227
1,JJ Roy,c Bailey b Rose,9,6,,0,1,150,Sydney Sixers,Hobart Hurricanes,1114876,BBL07,21,227
2,DP Hughes,c Boyce b Christian,33,35,,3,0,94.28,Sydney Sixers,Hobart Hurricanes,1114876,BBL07,21,227
3,NJ Maddinson,c McDermott b Mills,7,6,,1,0,116.66,Sydney Sixers,Hobart Hurricanes,1114876,BBL07,21,227
4,JC Silk,c Doolan b Mills,45,37,,2,2,121.62,Sydney Sixers,Hobart Hurricanes,1114876,BBL07,21,227
5,SW Billings,not out,61,31,,6,3,196.77,Sydney Sixers,Hobart Hurricanes,1114876,BBL07,21,227
6,BJ Dwarshuis,not out,3,6,,0,0,50,Sydney Sixers,Hobart Hurricanes,1114876,BBL07,21,227
1,MS Harris,c Turner b Tye,48,28,,6,2,171.42,Melbourne Renegades,Perth Scorchers,1114877,BBL07,22,228
2,AJ Finch (c),c †Inglis b Johnson,2,3,,0,0,66.66,Melbourne Renegades,Perth Scorchers,1114877,BBL07,22,228
3,CL White,not out,68,55,,4,3,123.63,Melbourne Renegades,Perth Scorchers,1114877,BBL07,22,228
4,TLW Cooper,c Johnson b Tye,57,34,,5,4,167.64,Melbourne Renegades,Perth Scorchers,1114877,BBL07,22,228
5,DJ Bravo,not out,0,1,,0,0,0,Melbourne Renegades,Perth Scorchers,1114877,BBL07,22,228
1,DJ Willey,c Harris b Richardson,55,41,,5,2,134.14,Perth Scorchers,Melbourne Renegades,1114877,BBL07,22,228
2,M Klinger,c †Ludeman b Mohammad Nabi,0,1,,0,0,0,Perth Scorchers,Melbourne Renegades,1114877,BBL07,22,228
3,HWR Cartwright,st †Ludeman b Hogg,22,23,,3,0,95.65,Perth Scorchers,Melbourne Renegades,1114877,BBL07,22,228
4,AJ Turner,run out (Bravo),70,32,,3,5,218.75,Perth Scorchers,Melbourne Renegades,1114877,BBL07,22,228
5,AC Agar,not out,26,17,,1,2,152.94,Perth Scorchers,Melbourne Renegades,1114877,BBL07,22,228
6,AC Voges (c),run out (Cooper/Bravo),1,1,,0,0,100,Perth Scorchers,Melbourne Renegades,1114877,BBL07,22,228
7,TH David,not out,3,5,,0,0,60,Perth Scorchers,Melbourne Renegades,1114877,BBL07,22,228
1,MP Stoinis,c Laughlin b Rashid Khan,39,29,,6,1,134.48,Melbourne Stars,Adelaide Strikers,1114878,BBL07,23,229
2,BR Dunk,c Laughlin b Neser,1,4,,0,0,25,Melbourne Stars,Adelaide Strikers,1114878,BBL07,23,229
3,KP Pietersen, b Stanlake,5,6,,1,0,83.33,Melbourne Stars,Adelaide Strikers,1114878,BBL07,23,229
4,PSP Handscomb †,c †Carey b Laughlin,1,5,,0,0,20,Melbourne Stars,Adelaide Strikers,1114878,BBL07,23,229
5,GJ Maxwell,c Head b Siddle,60,39,,7,1,153.84,Melbourne Stars,Adelaide Strikers,1114878,BBL07,23,229
6,SE Gotch,run out (Ingram/Laughlin),14,18,,0,0,77.77,Melbourne Stars,Adelaide Strikers,1114878,BBL07,23,229
7,JP Faulkner,not out,6,9,,0,0,66.66,Melbourne Stars,Adelaide Strikers,1114878,BBL07,23,229
8,JW Hastings (c),not out,17,10,,0,1,170,Melbourne Stars,Adelaide Strikers,1114878,BBL07,23,229
1,AT Carey †,not out,59,52,,4,1,113.46,Adelaide Strikers,Melbourne Stars,1114878,BBL07,23,229
2,J Weatherald,st †Handscomb b Maxwell,18,17,,1,1,105.88,Adelaide Strikers,Melbourne Stars,1114878,BBL07,23,229
3,TM Head (c),c Faulkner b Stoinis,53,32,,5,3,165.62,Adelaide Strikers,Melbourne Stars,1114878,BBL07,23,229
4,CA Ingram,not out,15,11,,1,1,136.36,Adelaide Strikers,Melbourne Stars,1114878,BBL07,23,229
1,AJ Doolan, b Steketee,9,10,,1,0,90,Hobart Hurricanes,Brisbane Heat,1114879,BBL07,24,230
2,DJM Short,not out,122,69,,8,8,176.81,Hobart Hurricanes,Brisbane Heat,1114879,BBL07,24,230
3,MS Wade †,c Swepson b Cutting,16,19,,1,0,84.21,Hobart Hurricanes,Brisbane Heat,1114879,BBL07,24,230
4,BR McDermott,c Ross b Cutting,19,15,,0,1,126.66,Hobart Hurricanes,Brisbane Heat,1114879,BBL07,24,230
5,GJ Bailey (c),c McCullum b Steketee,4,7,,0,0,57.14,Hobart Hurricanes,Brisbane Heat,1114879,BBL07,24,230
1,SD Heazlett,lbw b Short,45,33,,4,2,136.36,Brisbane Heat,Hobart Hurricanes,1114879,BBL07,24,230
2,BB McCullum (c),c Bailey b Boyce,33,22,,6,0,150,Brisbane Heat,Hobart Hurricanes,1114879,BBL07,24,230
3,JA Burns,c Archer b Boyce,13,14,,0,0,92.85,Brisbane Heat,Hobart Hurricanes,1114879,BBL07,24,230
4,AI Ross,obstructing the field,27,19,,2,1,142.1,Brisbane Heat,Hobart Hurricanes,1114879,BBL07,24,230
5,BCJ Cutting,c & b Archer,4,7,,0,0,57.14,Brisbane Heat,Hobart Hurricanes,1114879,BBL07,24,230
6,M Labuschagne,run out (†Wade/Boyce/McDermott),1,5,,0,0,20,Brisbane Heat,Hobart Hurricanes,1114879,BBL07,24,230
7,JJ Peirson †,not out,26,13,,2,1,200,Brisbane Heat,Hobart Hurricanes,1114879,BBL07,24,230
8,MT Steketee,run out (†Wade/Archer),13,4,,0,2,325,Brisbane Heat,Hobart Hurricanes,1114879,BBL07,24,230
9,B Doggett,c Archer b Christian,3,3,,0,0,100,Brisbane Heat,Hobart Hurricanes,1114879,BBL07,24,230
1,UT Khawaja,c Klinger b Agar,85,51,,8,4,166.66,Sydney Thunder,Perth Scorchers,1114880,BBL07,25,231
2,KR Patterson,c †Bancroft b Kelly,14,12,,2,0,116.66,Sydney Thunder,Perth Scorchers,1114880,BBL07,25,231
3,SR Watson (c),c Kelly b Bresnan,21,15,,3,0,140,Sydney Thunder,Perth Scorchers,1114880,BBL07,25,231
4,CJ Ferguson,c Cartwright b Bresnan,25,23,,2,0,108.69,Sydney Thunder,Perth Scorchers,1114880,BBL07,25,231
5,BJ Rohrer,not out,22,16,,1,1,137.5,Sydney Thunder,Perth Scorchers,1114880,BBL07,25,231
6,AJ Nair,not out,4,3,,0,0,133.33,Sydney Thunder,Perth Scorchers,1114880,BBL07,25,231
1,WG Bosisto,c Fawad Ahmed b McClenaghan,9,7,,1,0,128.57,Perth Scorchers,Sydney Thunder,1114880,BBL07,25,231
2,M Klinger,c Sandhu b Green,4,9,,0,0,44.44,Perth Scorchers,Sydney Thunder,1114880,BBL07,25,231
3,CT Bancroft †,not out,75,56,,5,3,133.92,Perth Scorchers,Sydney Thunder,1114880,BBL07,25,231
4,AJ Turner,lbw b Sandhu,3,5,,0,0,60,Perth Scorchers,Sydney Thunder,1114880,BBL07,25,231
5,AC Voges (c), b Fawad Ahmed,1,3,,0,0,33.33,Perth Scorchers,Sydney Thunder,1114880,BBL07,25,231
6,HWR Cartwright,not out,65,41,,4,3,158.53,Perth Scorchers,Sydney Thunder,1114880,BBL07,25,231
1,PSP Handscomb †,c Webster b Mohammad Nabi,41,37,,4,0,110.81,Melbourne Stars,Melbourne Renegades,1114881,BBL07,26,232
2,BR Dunk,lbw b Mohammad Nabi,0,1,,0,0,0,Melbourne Stars,Melbourne Renegades,1114881,BBL07,26,232
3,KP Pietersen,c Short b Wildermuth,74,46,,4,5,160.86,Melbourne Stars,Melbourne Renegades,1114881,BBL07,26,232
4,GJ Maxwell,not out,31,16,,2,2,193.75,Melbourne Stars,Melbourne Renegades,1114881,BBL07,26,232
5,SE Gotch,c †Ludeman b Richardson,9,8,,1,0,112.5,Melbourne Stars,Melbourne Renegades,1114881,BBL07,26,232
6,JP Faulkner,not out,10,12,,0,0,83.33,Melbourne Stars,Melbourne Renegades,1114881,BBL07,26,232
1,TP Ludeman †,c Maxwell b Coleman,13,14,,0,1,92.85,Melbourne Renegades,Melbourne Stars,1114881,BBL07,26,232
2,MS Harris,c Gulbis b Coleman,0,3,,0,0,0,Melbourne Renegades,Melbourne Stars,1114881,BBL07,26,232
3,MW Short,c Gotch b Hastings,16,15,,1,1,106.66,Melbourne Renegades,Melbourne Stars,1114881,BBL07,26,232
4,DJ Bravo (c),c Maxwell b Gulbis,26,18,,2,1,144.44,Melbourne Renegades,Melbourne Stars,1114881,BBL07,26,232
5,TLW Cooper,c Pietersen b Coleman,19,19,,0,1,100,Melbourne Renegades,Melbourne Stars,1114881,BBL07,26,232
6,Mohammad Nabi,c Maxwell b Faulkner,23,17,,3,0,135.29,Melbourne Renegades,Melbourne Stars,1114881,BBL07,26,232
7,BJ Webster, b Worrall,9,10,,0,0,90,Melbourne Renegades,Melbourne Stars,1114881,BBL07,26,232
8,JD Wildermuth,c Maxwell b Hastings,23,11,,1,2,209.09,Melbourne Renegades,Melbourne Stars,1114881,BBL07,26,232
9,KW Richardson,not out,9,8,,0,0,112.5,Melbourne Renegades,Melbourne Stars,1114881,BBL07,26,232
10,JM Holland, b Worrall,1,3,,0,0,33.33,Melbourne Renegades,Melbourne Stars,1114881,BBL07,26,232
11,GB Hogg,not out,1,2,,0,0,50,Melbourne Renegades,Melbourne Stars,1114881,BBL07,26,232
1,AT Carey †,c Paris b Kelly,44,32,,2,2,137.5,Adelaide Strikers,Perth Scorchers,1114882,BBL07,27,233
2,J Weatherald,lbw b Bosisto,19,21,,2,0,90.47,Adelaide Strikers,Perth Scorchers,1114882,BBL07,27,233
3,CA Ingram (c),c Bosisto b Agar,3,5,,0,0,60,Adelaide Strikers,Perth Scorchers,1114882,BBL07,27,233
4,JW Wells,run out (Klinger/†Bancroft),10,10,,0,0,100,Adelaide Strikers,Perth Scorchers,1114882,BBL07,27,233
5,JS Lehmann,c Johnson b Agar,1,5,,0,0,20,Adelaide Strikers,Perth Scorchers,1114882,BBL07,27,233
6,JR Dean,c Cartwright b Agar,13,17,,0,1,76.47,Adelaide Strikers,Perth Scorchers,1114882,BBL07,27,233
7,MG Neser,c Cartwright b Kelly,5,7,,0,0,71.42,Adelaide Strikers,Perth Scorchers,1114882,BBL07,27,233
8,Rashid Khan, b Bresnan,5,6,,0,0,83.33,Adelaide Strikers,Perth Scorchers,1114882,BBL07,27,233
9,PM Siddle,c sub (D Morton) b Bresnan,2,5,,0,0,40,Adelaide Strikers,Perth Scorchers,1114882,BBL07,27,233
10,B Laughlin, b Paris,1,3,,0,0,33.33,Adelaide Strikers,Perth Scorchers,1114882,BBL07,27,233
11,B Stanlake,not out,4,5,,0,0,80,Adelaide Strikers,Perth Scorchers,1114882,BBL07,27,233
1,WG Bosisto,c Siddle b Neser,3,9,,0,0,33.33,Perth Scorchers,Adelaide Strikers,1114882,BBL07,27,233
2,M Klinger,c Laughlin b Neser,17,14,,3,0,121.42,Perth Scorchers,Adelaide Strikers,1114882,BBL07,27,233
3,CT Bancroft †,c Weatherald b Siddle,15,14,,0,1,107.14,Perth Scorchers,Adelaide Strikers,1114882,BBL07,27,233
4,HWR Cartwright,not out,47,44,,2,2,106.81,Perth Scorchers,Adelaide Strikers,1114882,BBL07,27,233
5,AJ Turner (c), b Rashid Khan,1,2,,0,0,50,Perth Scorchers,Adelaide Strikers,1114882,BBL07,27,233
6,AC Agar,not out,26,29,,1,0,89.65,Perth Scorchers,Adelaide Strikers,1114882,BBL07,27,233
1,UT Khawaja,lbw b Brathwaite,8,17,,0,1,47.05,Sydney Thunder,Sydney Sixers,1114883,BBL07,28,234
2,JM Vince,c Maddinson b Lyon,34,25,,2,2,136,Sydney Thunder,Sydney Sixers,1114883,BBL07,28,234
3,SR Watson (c), b Abbott,3,5,,0,0,60,Sydney Thunder,Sydney Sixers,1114883,BBL07,28,234
4,CJ Ferguson,c Denly b Henriques,7,14,,0,0,50,Sydney Thunder,Sydney Sixers,1114883,BBL07,28,234
5,CJ Green,run out (Botha/Henriques/†Nevill),49,27,,2,3,181.48,Sydney Thunder,Sydney Sixers,1114883,BBL07,28,234
6,AJ Nair,c Silk b Henriques,17,17,,0,0,100,Sydney Thunder,Sydney Sixers,1114883,BBL07,28,234
7,BJ Rohrer,not out,7,8,,1,0,87.5,Sydney Thunder,Sydney Sixers,1114883,BBL07,28,234
8,JS Lenton †,not out,18,7,,2,1,257.14,Sydney Thunder,Sydney Sixers,1114883,BBL07,28,234
1,JL Denly, b Fawad Ahmed,43,29,,4,3,148.27,Sydney Sixers,Sydney Thunder,1114883,BBL07,28,234
2,DP Hughes,not out,66,55,,4,1,120,Sydney Sixers,Sydney Thunder,1114883,BBL07,28,234
3,NJ Maddinson,c Rohrer b Nair,28,23,,0,2,121.73,Sydney Sixers,Sydney Thunder,1114883,BBL07,28,234
4,MC Henriques,not out,18,13,,1,0,138.46,Sydney Sixers,Sydney Thunder,1114883,BBL07,28,234
1,SD Heazlett,c †Wade b Rose,5,3,,1,0,166.66,Brisbane Heat,Hobart Hurricanes,1114884,BBL07,29,235
2,BB McCullum (c),c Bailey b Mills,51,38,,5,1,134.21,Brisbane Heat,Hobart Hurricanes,1114884,BBL07,29,235
3,JA Burns,c Doolan b Short,38,24,,3,3,158.33,Brisbane Heat,Hobart Hurricanes,1114884,BBL07,29,235
4,AI Ross, b Boyce,4,7,,0,0,57.14,Brisbane Heat,Hobart Hurricanes,1114884,BBL07,29,235
5,BCJ Cutting,run out (Bailey),30,26,,2,1,115.38,Brisbane Heat,Hobart Hurricanes,1114884,BBL07,29,235
6,JJ Peirson †,c Short b Christian,16,12,,2,1,133.33,Brisbane Heat,Hobart Hurricanes,1114884,BBL07,29,235
7,CJ Gannon,c Bailey b Archer,9,7,,1,0,128.57,Brisbane Heat,Hobart Hurricanes,1114884,BBL07,29,235
8,MT Steketee, b Archer,5,3,,1,0,166.66,Brisbane Heat,Hobart Hurricanes,1114884,BBL07,29,235
9,B Doggett,not out,0,0,,0,0,-,Brisbane Heat,Hobart Hurricanes,1114884,BBL07,29,235
1,AJ Doolan,c Gannon b Burns,10,5,,2,0,200,Hobart Hurricanes,Brisbane Heat,1114884,BBL07,29,235
2,DJM Short,c Burns b Steketee,59,49,,8,0,120.4,Hobart Hurricanes,Brisbane Heat,1114884,BBL07,29,235
3,GJ Bailey (c),c Gannon b Cutting,19,21,,1,0,90.47,Hobart Hurricanes,Brisbane Heat,1114884,BBL07,29,235
4,DT Christian,c Ross b Doggett,23,9,,0,3,255.55,Hobart Hurricanes,Brisbane Heat,1114884,BBL07,29,235
5,BR McDermott,not out,32,19,,3,1,168.42,Hobart Hurricanes,Brisbane Heat,1114884,BBL07,29,235
6,MS Wade †,not out,11,9,,1,0,122.22,Hobart Hurricanes,Brisbane Heat,1114884,BBL07,29,235
1,LJ Wright,c Dwarshuis b Abbott,11,13,,1,0,84.61,Melbourne Stars,Sydney Sixers,1114885,BBL07,30,236
2,BR Dunk,c †Nevill b Lyon,7,12,,1,0,58.33,Melbourne Stars,Sydney Sixers,1114885,BBL07,30,236
3,KP Pietersen,c Abbott b Lyon,9,8,,2,0,112.5,Melbourne Stars,Sydney Sixers,1114885,BBL07,30,236
4,GJ Maxwell,c †Nevill b Abbott,28,16,,1,3,175,Melbourne Stars,Sydney Sixers,1114885,BBL07,30,236
5,PSP Handscomb †,c Silk b Lyon,14,16,,1,0,87.5,Melbourne Stars,Sydney Sixers,1114885,BBL07,30,236
6,JP Faulkner,c Abbott b Brathwaite,28,30,,3,0,93.33,Melbourne Stars,Sydney Sixers,1114885,BBL07,30,236
7,EP Gulbis,run out (Brathwaite),24,25,,1,1,96,Melbourne Stars,Sydney Sixers,1114885,BBL07,30,236
8,JW Hastings (c),not out,0,0,,0,0,-,Melbourne Stars,Sydney Sixers,1114885,BBL07,30,236
1,JL Denly,c Maxwell b Faulkner,12,13,,1,0,92.3,Sydney Sixers,Melbourne Stars,1114885,BBL07,30,236
2,DP Hughes,not out,49,46,,6,0,106.52,Sydney Sixers,Melbourne Stars,1114885,BBL07,30,236
3,NJ Maddinson,c Dunk b Coleman,62,31,,6,5,200,Sydney Sixers,Melbourne Stars,1114885,BBL07,30,236
4,MC Henriques,not out,1,1,,0,0,100,Sydney Sixers,Melbourne Stars,1114885,BBL07,30,236
1,AT Carey †, b Archer,100,56,,12,4,178.57,Adelaide Strikers,Hobart Hurricanes,1114886,BBL07,31,237
2,J Weatherald,run out (Archer),65,52,,5,4,125,Adelaide Strikers,Hobart Hurricanes,1114886,BBL07,31,237
3,CA Ingram (c),not out,4,4,,0,0,100,Adelaide Strikers,Hobart Hurricanes,1114886,BBL07,31,237
4,JW Wells,lbw b Archer,8,7,,1,0,114.28,Adelaide Strikers,Hobart Hurricanes,1114886,BBL07,31,237
5,JS Lehmann, b Archer,4,2,,1,0,200,Adelaide Strikers,Hobart Hurricanes,1114886,BBL07,31,237
1,AJ Doolan,not out,70,55,,4,3,127.27,Hobart Hurricanes,Adelaide Strikers,1114886,BBL07,31,237
2,DJM Short,c †Carey b Neser,28,24,,2,2,116.66,Hobart Hurricanes,Adelaide Strikers,1114886,BBL07,31,237
3,GJ Bailey (c), b Siddle,7,7,,1,0,100,Hobart Hurricanes,Adelaide Strikers,1114886,BBL07,31,237
4,BR McDermott,c Wells b Laughlin,45,29,,4,1,155.17,Hobart Hurricanes,Adelaide Strikers,1114886,BBL07,31,237
5,DT Christian,run out (†Carey/Wells),2,4,,0,0,50,Hobart Hurricanes,Adelaide Strikers,1114886,BBL07,31,237
6,JC Archer,not out,4,4,,0,0,100,Hobart Hurricanes,Adelaide Strikers,1114886,BBL07,31,237
1,SD Heazlett,c Silk b Lyon,10,11,,2,0,90.9,Brisbane Heat,Sydney Sixers,1114887,BBL07,32,238
2,BB McCullum (c),c Brathwaite b Botha,1,4,,0,0,25,Brisbane Heat,Sydney Sixers,1114887,BBL07,32,238
3,M Labuschagne,c Henriques b Dwarshuis,0,5,,0,0,0,Brisbane Heat,Sydney Sixers,1114887,BBL07,32,238
4,AI Ross,c †Nevill b Abbott,15,21,,1,0,71.42,Brisbane Heat,Sydney Sixers,1114887,BBL07,32,238
5,JJ Peirson †,c †Nevill b Abbott,14,12,,1,0,116.66,Brisbane Heat,Sydney Sixers,1114887,BBL07,32,238
6,BCJ Cutting,c Denly b Lyon,5,5,,0,0,100,Brisbane Heat,Sydney Sixers,1114887,BBL07,32,238
7,JS Floros,c Lyon b Abbott,3,10,,0,0,30,Brisbane Heat,Sydney Sixers,1114887,BBL07,32,238
8,JK Lalor,c Silk b Brathwaite,14,18,,2,0,77.77,Brisbane Heat,Sydney Sixers,1114887,BBL07,32,238
9,MT Steketee,c Brathwaite b Abbott,5,12,,0,0,41.66,Brisbane Heat,Sydney Sixers,1114887,BBL07,32,238
10,Yasir Shah, b Brathwaite,0,1,,0,0,0,Brisbane Heat,Sydney Sixers,1114887,BBL07,32,238
11,MJ Swepson,not out,1,1,,0,0,100,Brisbane Heat,Sydney Sixers,1114887,BBL07,32,238
1,JL Denly,not out,19,24,,2,1,79.16,Sydney Sixers,Brisbane Heat,1114887,BBL07,32,238
2,DP Hughes,lbw b Yasir Shah,37,28,,4,1,132.14,Sydney Sixers,Brisbane Heat,1114887,BBL07,32,238
3,NJ Maddinson,not out,17,8,,0,2,212.5,Sydney Sixers,Brisbane Heat,1114887,BBL07,32,238
1,PSP Handscomb †,c & b McClenaghan,57,44,,7,0,129.54,Melbourne Stars,Sydney Thunder,1114888,BBL07,33,239
2,BR Dunk,c Green b Watson,12,10,,2,0,120,Melbourne Stars,Sydney Thunder,1114888,BBL07,33,239
3,KP Pietersen,c †Lenton b Green,12,11,,2,0,109.09,Melbourne Stars,Sydney Thunder,1114888,BBL07,33,239
4,GJ Maxwell, b Fawad Ahmed,1,3,,0,0,33.33,Melbourne Stars,Sydney Thunder,1114888,BBL07,33,239
5,SE Gotch,c Khawaja b Sandhu,31,25,,2,1,124,Melbourne Stars,Sydney Thunder,1114888,BBL07,33,239
6,JP Faulkner, b Green,5,9,,0,0,55.55,Melbourne Stars,Sydney Thunder,1114888,BBL07,33,239
7,JW Hastings (c),not out,9,10,,1,0,90,Melbourne Stars,Sydney Thunder,1114888,BBL07,33,239
8,EP Gulbis,not out,13,8,,1,0,162.5,Melbourne Stars,Sydney Thunder,1114888,BBL07,33,239
1,UT Khawaja,c Pietersen b Bowe,44,26,,9,0,169.23,Sydney Thunder,Melbourne Stars,1114888,BBL07,33,239
2,JM Vince,st †Handscomb b Bowe,40,29,,4,2,137.93,Sydney Thunder,Melbourne Stars,1114888,BBL07,33,239
3,SR Watson (c),not out,49,28,,5,2,175,Sydney Thunder,Melbourne Stars,1114888,BBL07,33,239
4,CJ Green,c Dunk b Hastings,4,13,,0,0,30.76,Sydney Thunder,Melbourne Stars,1114888,BBL07,33,239
5,BJ Rohrer,not out,0,1,,0,0,0,Sydney Thunder,Melbourne Stars,1114888,BBL07,33,239
1,MS Wade †,c Whiteman b Paris,31,17,,5,1,182.35,Hobart Hurricanes,Perth Scorchers,1114889,BBL07,34,240
2,DJM Short,c Agar b Kelly,11,13,,2,0,84.61,Hobart Hurricanes,Perth Scorchers,1114889,BBL07,34,240
3,GJ Bailey (c), b Kelly,37,33,,5,0,112.12,Hobart Hurricanes,Perth Scorchers,1114889,BBL07,34,240
4,BR McDermott,st †Bancroft b Agar,8,15,,1,0,53.33,Hobart Hurricanes,Perth Scorchers,1114889,BBL07,34,240
5,DT Christian, b Agar,1,2,,0,0,50,Hobart Hurricanes,Perth Scorchers,1114889,BBL07,34,240
6,S Milenko,not out,66,37,,4,5,178.37,Hobart Hurricanes,Perth Scorchers,1114889,BBL07,34,240
7,JC Archer,not out,3,4,,0,0,75,Hobart Hurricanes,Perth Scorchers,1114889,BBL07,34,240
1,SM Whiteman,c Short b Rogers,1,3,,0,0,33.33,Perth Scorchers,Hobart Hurricanes,1114889,BBL07,34,240
2,M Klinger, b Archer,17,18,,2,0,94.44,Perth Scorchers,Hobart Hurricanes,1114889,BBL07,34,240
3,CT Bancroft †,c †Wade b Mills,54,36,,5,2,150,Perth Scorchers,Hobart Hurricanes,1114889,BBL07,34,240
4,HWR Cartwright, b Christian,17,13,,1,1,130.76,Perth Scorchers,Hobart Hurricanes,1114889,BBL07,34,240
5,AJ Turner,not out,50,27,,4,2,185.18,Perth Scorchers,Hobart Hurricanes,1114889,BBL07,34,240
6,AC Voges (c),run out (Archer),11,8,,1,0,137.5,Perth Scorchers,Hobart Hurricanes,1114889,BBL07,34,240
7,AC Agar,not out,13,11,,1,0,118.18,Perth Scorchers,Hobart Hurricanes,1114889,BBL07,34,240
1,AT Carey †,c Harris b Wildermuth,32,24,,4,0,133.33,Adelaide Strikers,Melbourne Renegades,1114890,BBL07,35,241
2,J Weatherald, b Tremain,3,9,,0,0,33.33,Adelaide Strikers,Melbourne Renegades,1114890,BBL07,35,241
3,TM Head (c), b Pollard,58,47,,4,2,123.4,Adelaide Strikers,Melbourne Renegades,1114890,BBL07,35,241
4,CA Ingram,c White b Bravo,68,36,,4,5,188.88,Adelaide Strikers,Melbourne Renegades,1114890,BBL07,35,241
5,JW Wells,not out,5,4,,0,0,125,Adelaide Strikers,Melbourne Renegades,1114890,BBL07,35,241
6,JS Lehmann,c Hogg b Bravo,0,1,,0,0,0,Adelaide Strikers,Melbourne Renegades,1114890,BBL07,35,241
1,MS Harris,c †Carey b Stanlake,25,31,,2,0,80.64,Melbourne Renegades,Adelaide Strikers,1114890,BBL07,35,241
2,TP Ludeman †,c †Carey b Siddle,14,11,,2,0,127.27,Melbourne Renegades,Adelaide Strikers,1114890,BBL07,35,241
3,CL White (c), b Rashid Khan,17,23,,0,0,73.91,Melbourne Renegades,Adelaide Strikers,1114890,BBL07,35,241
4,TLW Cooper,c †Carey b Stanlake,24,16,,2,1,150,Melbourne Renegades,Adelaide Strikers,1114890,BBL07,35,241
5,KA Pollard,c Lehmann b Laughlin,14,12,,1,0,116.66,Melbourne Renegades,Adelaide Strikers,1114890,BBL07,35,241
6,DJ Bravo,c Weatherald b Rashid Khan,4,3,,1,0,133.33,Melbourne Renegades,Adelaide Strikers,1114890,BBL07,35,241
7,BJ Hodge,not out,30,18,,1,3,166.66,Melbourne Renegades,Adelaide Strikers,1114890,BBL07,35,241
8,JD Wildermuth,c Weatherald b Laughlin,3,5,,0,0,60,Melbourne Renegades,Adelaide Strikers,1114890,BBL07,35,241
9,CP Tremain,not out,2,3,,0,0,66.66,Melbourne Renegades,Adelaide Strikers,1114890,BBL07,35,241
1,PSP Handscomb †,c Henriques b Brathwaite,8,11,,1,0,72.72,Melbourne Stars,Sydney Sixers,1114891,BBL07,36,242
2,BR Dunk, b Dwarshuis,7,10,,1,0,70,Melbourne Stars,Sydney Sixers,1114891,BBL07,36,242
3,GJ Maxwell,c Abbott b Brathwaite,84,47,,7,4,178.72,Melbourne Stars,Sydney Sixers,1114891,BBL07,36,242
4,RJ Quiney,st †Nevill b Lyon,36,23,,3,2,156.52,Melbourne Stars,Sydney Sixers,1114891,BBL07,36,242
5,SE Gotch,c Silk b Denly,2,3,,0,0,66.66,Melbourne Stars,Sydney Sixers,1114891,BBL07,36,242
6,JP Faulkner,not out,21,17,,1,0,123.52,Melbourne Stars,Sydney Sixers,1114891,BBL07,36,242
7,EP Gulbis,not out,14,9,,2,0,155.55,Melbourne Stars,Sydney Sixers,1114891,BBL07,36,242
1,JL Denly,not out,72,45,,6,3,160,Sydney Sixers,Melbourne Stars,1114891,BBL07,36,242
2,DP Hughes,c Gulbis b Faulkner,2,4,,0,0,50,Sydney Sixers,Melbourne Stars,1114891,BBL07,36,242
3,NJ Maddinson,lbw b Hastings,61,26,,9,3,234.61,Sydney Sixers,Melbourne Stars,1114891,BBL07,36,242
4,MC Henriques,c Faulkner b Gulbis,21,13,,1,1,161.53,Sydney Sixers,Melbourne Stars,1114891,BBL07,36,242
5,J Botha (c), b Gulbis,14,10,,1,1,140,Sydney Sixers,Melbourne Stars,1114891,BBL07,36,242
